timestamp,left_e0,left_e1,left_s0,left_s1,left_w0,left_w1,left_w2,right_e0,right_e1,right_s0,right_s1,right_w0,right_w1,right_w2
0.123594,-0.475570,2.315411,0.082464,-0.983009,-0.883820,1.138091,0.218840,0.488202,2.295716,-0.081463,-0.978430,0.902128,1.142360,-0.220842
0.128228,-0.481437,2.298933,0.082510,-0.977339,-0.896308,1.143714,0.218873,0.493355,2.277750,-0.081316,-0.971803,0.911438,1.147865,-0.220774
0.132862,-0.492023,2.265948,0.082574,-0.965299,-0.913993,1.153900,0.218909,0.500867,2.242362,-0.080947,-0.958603,0.921069,1.157829,-0.220435
0.137495,-0.497038,2.247481,0.082540,-0.958315,-0.920292,1.159088,0.218952,0.503618,2.224122,-0.080737,-0.951540,0.926014,1.162691,-0.220224
0.142129,-0.502418,2.225502,0.082574,-0.949979,-0.927818,1.165088,0.218995,0.506703,2.203519,-0.080467,-0.943339,0.935096,1.168002,-0.220087
0.146762,-0.506839,2.203706,0.082612,-0.941580,-0.935954,1.170480,0.219026,0.509659,2.183526,-0.079951,-0.935413,0.946968,1.171815,-0.219982
0.151396,-0.510416,2.182823,0.082608,-0.933471,-0.945708,1.173669,0.219037,0.512647,2.163969,-0.079103,-0.927569,0.959509,1.173480,-0.219858
0.156030,-0.512800,2.167246,0.082450,-0.927249,-0.954598,1.174753,0.219077,0.514928,2.149011,-0.078219,-0.921415,0.969103,1.173713,-0.219758
0.160663,-0.515839,2.146280,0.081909,-0.918838,-0.967315,1.175065,0.219082,0.517923,2.128811,-0.076841,-0.912754,0.981409,1.173571,-0.219619
0.165297,-0.518831,2.125776,0.080959,-0.910256,-0.978875,1.175260,0.219135,0.520856,2.108891,-0.075194,-0.903816,0.992215,1.172839,-0.219510
0.169931,-0.521797,2.105589,0.079618,-0.901497,-0.988967,1.175233,0.219109,0.523541,2.089116,-0.073340,-0.894615,1.001975,1.170697,-0.219368
0.174564,-0.525285,2.081236,0.077439,-0.890570,-1.000774,1.172473,0.219135,0.526391,2.065703,-0.070516,-0.883372,1.014482,1.165921,-0.219202
0.179198,-0.527970,2.061120,0.075235,-0.881086,-1.012012,1.168375,0.219134,0.528295,2.046338,-0.067877,-0.873957,1.026231,1.160784,-0.219125
0.183832,-0.530378,2.040730,0.072543,-0.871263,-1.024213,1.163565,0.219183,0.529749,2.026813,-0.064449,-0.864511,1.038485,1.155448,-0.218978
0.188465,-0.532335,2.020642,0.069277,-0.861526,-1.036340,1.158852,0.219203,0.530684,2.007724,-0.060094,-0.855215,1.050714,1.150003,-0.218844
0.193099,-0.533913,2.000413,0.065217,-0.851679,-1.048790,1.153676,0.219129,0.531123,1.988123,-0.054766,-0.845628,1.063126,1.143808,-0.218702
0.197733,-0.534775,1.984768,0.061502,-0.844067,-1.058406,1.149174,0.219092,0.531158,1.972825,-0.050055,-0.837994,1.072855,1.138274,-0.218668
0.202366,-0.535265,1.972516,0.058206,-0.838121,-1.065931,1.145150,0.219075,0.531103,1.960712,-0.046119,-0.831742,1.080722,1.133300,-0.218675
0.207000,-0.535783,1.954202,0.052618,-0.828965,-1.077483,1.137893,0.219070,0.531030,1.941873,-0.039707,-0.821977,1.091127,1.124888,-0.218677
0.211633,-0.535961,1.934064,0.045726,-0.818715,-1.088258,1.128847,0.219072,0.530934,1.920386,-0.032289,-0.810906,1.098666,1.114644,-0.218555
0.216267,-0.536093,1.912758,0.037812,-0.807521,-1.096802,1.118442,0.219053,0.530808,1.896993,-0.024595,-0.798666,1.103211,1.103383,-0.218303
0.220901,-0.536173,1.889759,0.029060,-0.795246,-1.103437,1.107015,0.219076,0.530627,1.871985,-0.016708,-0.785208,1.107171,1.091298,-0.218051
0.225534,-0.536220,1.861579,0.018408,-0.779984,-1.108711,1.093126,0.219073,0.530348,1.841659,-0.007521,-0.768342,1.111607,1.076252,-0.217787
0.230168,-0.536217,1.837761,0.009416,-0.766569,-1.112414,1.080806,0.219044,0.530200,1.815784,-0.000041,-0.753731,1.115241,1.063134,-0.217558
0.234802,-0.536171,1.813391,0.000400,-0.752581,-1.116116,1.067754,0.219025,0.529963,1.789195,0.007265,-0.738721,1.118816,1.050801,-0.217314
0.239435,-0.536111,1.788397,-0.008356,-0.737966,-1.119786,1.055459,0.219071,0.529771,1.761672,0.014416,-0.723290,1.121928,1.040188,-0.217056
0.244069,-0.535971,1.763020,-0.016812,-0.723022,-1.122443,1.045536,0.219088,0.529570,1.733487,0.021324,-0.707460,1.123634,1.031201,-0.216880
0.248703,-0.535923,1.744154,-0.022851,-0.712058,-1.123487,1.039019,0.219097,0.529411,1.712634,0.026416,-0.695547,1.124252,1.025089,-0.216678
0.253336,-0.535914,1.722450,-0.029396,-0.699315,-1.124173,1.032125,0.219015,0.529249,1.688532,0.031976,-0.681560,1.124776,1.018197,-0.216535
0.257970,-0.535852,1.695239,-0.037190,-0.683081,-1.124956,1.023462,0.218979,0.528966,1.658135,0.038638,-0.663805,1.125430,1.009776,-0.216333
0.262604,-0.535781,1.669555,-0.044085,-0.667574,-1.125554,1.015535,0.219017,0.528736,1.629134,0.044747,-0.646969,1.126008,1.002294,-0.216214
0.267237,-0.535676,1.626949,-0.054650,-0.641418,-1.126559,1.004108,0.219039,0.528346,1.579611,0.054974,-0.618711,1.126623,0.992150,-0.215943
0.271871,-0.535520,1.596907,-0.061538,-0.623108,-1.126853,0.998082,0.218954,0.528118,1.543710,0.062470,-0.598664,1.126597,0.986980,-0.215810
0.276504,-0.535461,1.569314,-0.067547,-0.606496,-1.126784,0.993884,0.218941,0.527845,1.509854,0.069824,-0.580031,1.126638,0.983257,-0.215652
0.281138,-0.535366,1.542208,-0.073122,-0.590490,-1.126740,0.990854,0.218920,0.527608,1.476455,0.077504,-0.561685,1.126620,0.979765,-0.215522
0.285772,-0.535292,1.514714,-0.078781,-0.574446,-1.126727,0.988024,0.218889,0.527415,1.442821,0.085670,-0.543276,1.126609,0.975909,-0.215338
0.290405,-0.535160,1.490562,-0.083796,-0.560514,-1.126677,0.985605,0.218893,0.527350,1.413750,0.093141,-0.527530,1.126648,0.972486,-0.215146
0.295039,-0.535054,1.464720,-0.089196,-0.545745,-1.126602,0.983346,0.218751,0.527165,1.383010,0.101348,-0.511238,1.126700,0.969476,-0.214931
0.299673,-0.534901,1.437338,-0.095221,-0.530430,-1.126537,0.981219,0.218571,0.527087,1.351041,0.110292,-0.494687,1.126744,0.966638,-0.214733
0.304306,-0.534749,1.410050,-0.101646,-0.515440,-1.126402,0.979143,0.218367,0.526936,1.319843,0.119418,-0.478859,1.126852,0.963831,-0.214488
0.308940,-0.534685,1.383054,-0.108535,-0.501002,-1.126362,0.976742,0.218098,0.526831,1.289346,0.128670,-0.463616,1.126892,0.961041,-0.214265
0.313574,-0.534453,1.340302,-0.120568,-0.478679,-1.126268,0.972799,0.217705,0.526706,1.241033,0.143431,-0.439825,1.126989,0.957107,-0.213946
0.318207,-0.534268,1.315849,-0.128112,-0.466460,-1.126187,0.970446,0.217531,0.526710,1.213658,0.151661,-0.426440,1.127079,0.956017,-0.213759
0.322841,-0.534089,1.287863,-0.137034,-0.452480,-1.126115,0.967814,0.217329,0.526735,1.182712,0.160582,-0.411330,1.127161,0.956403,-0.213539
0.327475,-0.533849,1.260507,-0.145773,-0.439078,-1.126121,0.965528,0.217040,0.526800,1.153027,0.168640,-0.396991,1.127582,0.959060,-0.213346
0.332108,-0.533515,1.232609,-0.154569,-0.425456,-1.126122,0.964408,0.216798,0.526870,1.123430,0.176171,-0.382890,1.128993,0.962930,-0.213116
0.336742,-0.533260,1.210946,-0.161249,-0.414912,-1.126302,0.964256,0.216663,0.526893,1.101035,0.181763,-0.372353,1.130704,0.966137,-0.212943
0.341375,-0.532944,1.183666,-0.169292,-0.401683,-1.127022,0.965069,0.216432,0.526949,1.074036,0.188285,-0.360188,1.133451,0.970424,-0.212796
0.346009,-0.532633,1.156326,-0.176985,-0.388618,-1.128290,0.966682,0.216159,0.527091,1.048445,0.194227,-0.349116,1.137258,0.975517,-0.212672
0.350643,-0.532197,1.129046,-0.184439,-0.375693,-1.130257,0.969495,0.215942,0.527278,1.024291,0.199571,-0.339194,1.142110,0.982292,-0.212617
0.355276,-0.531730,1.098379,-0.192520,-0.361647,-1.134056,0.974422,0.215700,0.527509,0.998440,0.204779,-0.329015,1.148574,0.992871,-0.212604
0.359910,-0.531197,1.070010,-0.199767,-0.348984,-1.139025,0.981181,0.215684,0.527732,0.975304,0.208993,-0.320272,1.155172,1.004895,-0.212625
0.364544,-0.530640,1.042792,-0.206447,-0.337328,-1.144904,0.990411,0.215562,0.527978,0.953366,0.212588,-0.312485,1.161877,1.018038,-0.212625
0.369177,-0.530068,1.016068,-0.212590,-0.326622,-1.151422,1.002160,0.215555,0.528220,0.932093,0.215766,-0.305295,1.169059,1.031848,-0.212655
0.373811,-0.529517,0.989879,-0.218253,-0.316751,-1.158661,1.015453,0.215536,0.528469,0.911919,0.218599,-0.299094,1.177090,1.046078,-0.212660
0.378445,-0.528960,0.963765,-0.223294,-0.307577,-1.166989,1.029827,0.215405,0.528954,0.892693,0.220836,-0.293919,1.186166,1.062038,-0.212749
0.383078,-0.528583,0.945709,-0.226454,-0.301456,-1.173408,1.041186,0.215320,0.529391,0.879862,0.222069,-0.291010,1.193174,1.074416,-0.212789
0.387712,-0.528175,0.922598,-0.230169,-0.294154,-1.182558,1.058178,0.215241,0.530024,0.864091,0.223042,-0.288119,1.203375,1.092051,-0.212818
0.392346,-0.527745,0.900122,-0.233486,-0.287632,-1.192705,1.077655,0.215174,0.530782,0.849373,0.223587,-0.286291,1.214802,1.110220,-0.212843
0.396979,-0.527549,0.878814,-0.236403,-0.282005,-1.204004,1.098923,0.215091,0.531635,0.835866,0.223796,-0.285216,1.226881,1.127358,-0.212883
0.401613,-0.527580,0.856732,-0.239277,-0.276982,-1.218097,1.121812,0.215014,0.532637,0.822287,0.223702,-0.284861,1.240577,1.145361,-0.212934
0.406246,-0.527963,0.836223,-0.241742,-0.273072,-1.232953,1.143449,0.214899,0.533745,0.809804,0.223062,-0.284939,1.254134,1.163096,-0.212947
0.410880,-0.528504,0.818879,-0.243600,-0.270367,-1.246184,1.162507,0.214862,0.534825,0.799055,0.222316,-0.285309,1.265651,1.179166,-0.212990
0.415514,-0.529296,0.802881,-0.245027,-0.268565,-1.258644,1.180626,0.214726,0.535901,0.788540,0.221511,-0.285746,1.276120,1.194304,-0.213018
0.420147,-0.530144,0.788319,-0.245978,-0.267485,-1.270369,1.197881,0.214593,0.536975,0.778145,0.220869,-0.286338,1.286545,1.208066,-0.213045
0.424781,-0.531137,0.775359,-0.246533,-0.267103,-1.281432,1.213444,0.214430,0.538041,0.768031,0.220663,-0.286869,1.296996,1.219707,-0.213078
0.429415,-0.531872,0.766960,-0.246754,-0.267197,-1.288969,1.223291,0.214371,0.538769,0.761160,0.220672,-0.287300,1.304539,1.226718,-0.213085
0.434048,-0.532929,0.757073,-0.246754,-0.267631,-1.298429,1.234078,0.214303,0.539698,0.752463,0.221118,-0.287767,1.314029,1.233916,-0.213110
0.438682,-0.534181,0.746560,-0.246721,-0.268330,-1.308759,1.244251,0.214186,0.540811,0.742657,0.222041,-0.288325,1.324364,1.240096,-0.213157
0.443316,-0.535623,0.736560,-0.246833,-0.269104,-1.318536,1.250973,0.214093,0.541852,0.732979,0.223519,-0.288837,1.333934,1.243008,-0.213094
0.447949,-0.537102,0.727276,-0.247281,-0.269999,-1.327430,1.254614,0.214078,0.542619,0.724018,0.225637,-0.289493,1.342557,1.242109,-0.213056
0.452583,-0.539008,0.716190,-0.248500,-0.271402,-1.337875,1.253325,0.214066,0.543444,0.713119,0.229365,-0.290224,1.352321,1.234337,-0.212952
0.457217,-0.540415,0.708078,-0.250146,-0.272562,-1.344958,1.247324,0.213922,0.543887,0.705465,0.232921,-0.290575,1.358481,1.223852,-0.212910
0.461850,-0.541779,0.700471,-0.252246,-0.273879,-1.351245,1.237765,0.213927,0.544304,0.698490,0.236905,-0.290898,1.363677,1.211203,-0.212879
0.466484,-0.543032,0.693517,-0.254587,-0.275124,-1.356065,1.225684,0.213843,0.544555,0.692271,0.241019,-0.291196,1.367547,1.197432,-0.212823
0.471117,-0.543936,0.687433,-0.257120,-0.276395,-1.359437,1.212439,0.213853,0.544689,0.687005,0.245362,-0.291376,1.370315,1.182702,-0.212792
0.475751,-0.544474,0.683439,-0.259038,-0.277293,-1.361491,1.202378,0.213762,0.544612,0.683556,0.248552,-0.291411,1.372218,1.171707,-0.212752
0.480385,-0.544944,0.679535,-0.261374,-0.278279,-1.363754,1.190662,0.213676,0.544071,0.680116,0.252220,-0.291275,1.374264,1.159234,-0.212727
0.485018,-0.545345,0.674832,-0.264733,-0.279505,-1.366705,1.173938,0.213633,0.542701,0.675889,0.257344,-0.290963,1.376776,1.141621,-0.212683
0.489652,-0.545396,0.670594,-0.268474,-0.280557,-1.369390,1.156151,0.213553,0.540631,0.672261,0.262567,-0.290515,1.378484,1.123099,-0.212660
0.494286,-0.544982,0.667044,-0.272389,-0.281437,-1.371464,1.137971,0.213580,0.538066,0.669255,0.267698,-0.289930,1.379290,1.104085,-0.212694
0.498919,-0.543043,0.662303,-0.279272,-0.282318,-1.373030,1.106241,0.213518,0.533430,0.664612,0.276239,-0.288047,1.379375,1.072185,-0.212637
0.503553,-0.541254,0.659229,-0.284302,-0.282261,-1.373796,1.084742,0.213532,0.530440,0.661271,0.281620,-0.286253,1.379425,1.052192,-0.212600
0.508187,-0.538900,0.655962,-0.290036,-0.281790,-1.374417,1.063187,0.213595,0.527200,0.657422,0.287303,-0.283920,1.379447,1.032620,-0.212629
0.512820,-0.536234,0.652654,-0.296003,-0.280833,-1.375082,1.042715,0.213629,0.523834,0.653557,0.292814,-0.281276,1.379500,1.014380,-0.212620
0.517454,-0.533349,0.649331,-0.301731,-0.279557,-1.375641,1.024486,0.213619,0.520210,0.650143,0.297952,-0.278706,1.379427,0.998503,-0.212645
0.522088,-0.530482,0.646533,-0.306458,-0.278215,-1.376110,1.010105,0.213591,0.516610,0.647130,0.302377,-0.276225,1.379411,0.985660,-0.212671
0.526721,-0.526576,0.642964,-0.311974,-0.276437,-1.376733,0.993808,0.213627,0.511668,0.643438,0.307825,-0.272995,1.379423,0.970953,-0.212704
0.531355,-0.522118,0.639344,-0.317182,-0.274481,-1.377348,0.979057,0.213591,0.506443,0.639587,0.313106,-0.269423,1.379421,0.957787,-0.212726
0.535988,-0.517091,0.635359,-0.322447,-0.272048,-1.377989,0.965079,0.213626,0.500991,0.634985,0.318479,-0.265404,1.379402,0.945220,-0.212828
0.540622,-0.509841,0.629462,-0.329548,-0.268017,-1.378806,0.948105,0.213731,0.494057,0.627745,0.325502,-0.259627,1.379366,0.929571,-0.212911
0.545256,-0.503395,0.623740,-0.335655,-0.263909,-1.379513,0.934598,0.213832,0.489078,0.620959,0.331245,-0.254496,1.379370,0.916640,-0.212950
0.549889,-0.497664,0.617868,-0.341340,-0.259668,-1.380188,0.922329,0.213894,0.485192,0.614187,0.336596,-0.249401,1.379335,0.904865,-0.212995
0.554523,-0.492564,0.611769,-0.346776,-0.255218,-1.380455,0.910703,0.213919,0.482075,0.607606,0.341658,-0.244377,1.379238,0.893674,-0.212974
0.559157,-0.487856,0.605087,-0.352261,-0.250353,-1.380695,0.899052,0.213871,0.479292,0.601278,0.346569,-0.239376,1.379208,0.882743,-0.212999
0.563790,-0.484438,0.599744,-0.356631,-0.246217,-1.380870,0.890010,0.213900,0.477061,0.596729,0.350332,-0.235442,1.379150,0.874471,-0.213032
0.568424,-0.480951,0.594545,-0.361119,-0.241730,-1.381069,0.880773,0.213937,0.474274,0.592705,0.354302,-0.231362,1.379084,0.866237,-0.213064
0.573058,-0.477192,0.589555,-0.365595,-0.236902,-1.381285,0.871280,0.213907,0.470582,0.589134,0.358382,-0.227118,1.378971,0.857446,-0.213133
0.577691,-0.473162,0.585166,-0.369862,-0.232132,-1.381439,0.862004,0.213867,0.466220,0.585943,0.362423,-0.222557,1.378845,0.848312,-0.213174
0.582325,-0.468859,0.581349,-0.374129,-0.227243,-1.381643,0.852374,0.213843,0.461707,0.582798,0.366578,-0.217576,1.378764,0.838681,-0.213229
0.586959,-0.463675,0.577324,-0.379327,-0.221048,-1.381852,0.840226,0.213930,0.456710,0.579139,0.371506,-0.211405,1.378659,0.826559,-0.213366
0.591592,-0.459503,0.574339,-0.383586,-0.215390,-1.381990,0.829453,0.213981,0.453061,0.576111,0.375553,-0.205959,1.378544,0.815943,-0.213480
0.596226,-0.455441,0.571337,-0.387984,-0.209357,-1.382207,0.818129,0.213980,0.449516,0.573327,0.379852,-0.200295,1.377868,0.804401,-0.213645
0.600859,-0.451496,0.568507,-0.392479,-0.203184,-1.381929,0.806092,0.214015,0.445951,0.571078,0.384079,-0.194339,1.376724,0.791907,-0.213805
0.605493,-0.448001,0.566254,-0.396728,-0.197225,-1.381354,0.793731,0.214006,0.442510,0.569086,0.388164,-0.188243,1.375622,0.779245,-0.214032
0.610127,-0.445822,0.564956,-0.399658,-0.193074,-1.380955,0.785138,0.214003,0.440114,0.567540,0.390905,-0.183822,1.374834,0.770679,-0.214258
0.614760,-0.443225,0.563303,-0.403192,-0.187879,-1.380461,0.774859,0.214001,0.437102,0.565103,0.394163,-0.178071,1.373942,0.760924,-0.214461
0.619394,-0.439516,0.560556,-0.408087,-0.180319,-1.379647,0.761630,0.214008,0.432646,0.561042,0.398533,-0.169711,1.372713,0.748629,-0.214776
0.624028,-0.435609,0.557193,-0.413002,-0.172177,-1.378870,0.749771,0.213953,0.427862,0.556194,0.402749,-0.160740,1.371550,0.737697,-0.215101
0.628661,-0.431521,0.553405,-0.417609,-0.163792,-1.378075,0.739442,0.213983,0.423140,0.551147,0.406724,-0.151838,1.370413,0.728253,-0.215417
0.633295,-0.425261,0.547038,-0.423874,-0.151375,-1.376945,0.726604,0.214001,0.416693,0.543263,0.412000,-0.138561,1.368889,0.716244,-0.215823
0.637929,-0.420687,0.541575,-0.428318,-0.141906,-1.376142,0.718362,0.213947,0.412482,0.536778,0.415703,-0.128475,1.367796,0.708480,-0.216112
0.642562,-0.415875,0.535237,-0.432872,-0.131400,-1.375333,0.710277,0.213915,0.408346,0.529184,0.419718,-0.117470,1.366645,0.701085,-0.216431
0.647196,-0.411204,0.528118,-0.437163,-0.120437,-1.374387,0.703324,0.214000,0.404091,0.521209,0.423603,-0.106544,1.365516,0.694868,-0.216730
0.651830,-0.406539,0.520460,-0.441299,-0.109190,-1.373381,0.697402,0.214017,0.399458,0.513241,0.427365,-0.095582,1.364394,0.689407,-0.216990
0.656463,-0.402333,0.513634,-0.444788,-0.099512,-1.372511,0.693087,0.213968,0.395179,0.506474,0.430484,-0.086267,1.363456,0.685371,-0.217170
0.661097,-0.399261,0.508649,-0.447268,-0.092610,-1.371849,0.690395,0.213863,0.392068,0.501610,0.432640,-0.079606,1.362777,0.682739,-0.217351
0.665730,-0.394228,0.500607,-0.451278,-0.081322,-1.370770,0.686317,0.213860,0.387093,0.493649,0.435856,-0.068754,1.362098,0.679039,-0.217784
0.670364,-0.388965,0.492390,-0.455156,-0.069771,-1.370000,0.682969,0.213965,0.381875,0.485521,0.439051,-0.057584,1.362007,0.676506,-0.218429
0.674998,-0.383315,0.483920,-0.458876,-0.057856,-1.369685,0.680736,0.214233,0.376338,0.477055,0.442260,-0.045993,1.361989,0.675344,-0.219080
0.679631,-0.373519,0.469422,-0.464172,-0.038265,-1.369248,0.679512,0.214997,0.366419,0.463759,0.447502,-0.027130,1.361981,0.674926,-0.220011
0.684265,-0.367665,0.461621,-0.466734,-0.027675,-1.369167,0.679362,0.215589,0.360592,0.457412,0.450531,-0.017188,1.362037,0.674426,-0.220548
0.688899,-0.361144,0.453593,-0.469355,-0.016301,-1.369032,0.678674,0.216256,0.354193,0.451048,0.454043,-0.006668,1.362085,0.672709,-0.221147
0.693532,-0.354576,0.446251,-0.472219,-0.005391,-1.368947,0.676617,0.216866,0.347743,0.445189,0.457823,0.003520,1.362136,0.669128,-0.221679
0.698166,-0.347944,0.439623,-0.475477,0.005404,-1.368939,0.672476,0.217484,0.341221,0.439876,0.462151,0.013346,1.362155,0.663779,-0.222264
0.702800,-0.342352,0.434498,-0.478557,0.014021,-1.368883,0.667622,0.218036,0.335829,0.435962,0.465919,0.021328,1.362180,0.658451,-0.222758
0.707433,-0.335601,0.428854,-0.482492,0.024358,-1.368862,0.660717,0.218704,0.329585,0.431546,0.470373,0.031127,1.362195,0.651443,-0.223269
0.712067,-0.329216,0.423808,-0.486506,0.034249,-1.368865,0.653334,0.219356,0.324082,0.427033,0.474731,0.041125,1.362215,0.644324,-0.224407
0.716701,-0.323049,0.418731,-0.490453,0.044342,-1.369008,0.645606,0.220806,0.319211,0.421725,0.479053,0.051947,1.362240,0.637049,-0.226590
0.721334,-0.317157,0.413056,-0.494397,0.055109,-1.369143,0.637359,0.223361,0.314756,0.415784,0.483751,0.063822,1.362214,0.629247,-0.229785
0.725968,-0.310100,0.404562,-0.499452,0.070069,-1.369339,0.626299,0.227701,0.308745,0.406942,0.490322,0.079909,1.362255,0.618775,-0.234156
0.730601,-0.305540,0.398088,-0.503002,0.080715,-1.369446,0.618637,0.230677,0.304377,0.399854,0.495175,0.090954,1.362267,0.611458,-0.236788
0.735235,-0.301303,0.390997,-0.506601,0.091366,-1.369546,0.611083,0.233413,0.300202,0.392323,0.500147,0.101736,1.362314,0.604089,-0.239387
0.739869,-0.297078,0.383419,-0.510547,0.102134,-1.369673,0.603207,0.236215,0.296180,0.384832,0.505154,0.112486,1.362318,0.595980,-0.242041
0.744502,-0.293512,0.376803,-0.514176,0.111589,-1.369741,0.595668,0.238493,0.293007,0.378548,0.509442,0.121737,1.362335,0.588258,-0.244343
0.749136,-0.290448,0.370810,-0.517785,0.120333,-1.369785,0.587889,0.240649,0.290171,0.372719,0.513455,0.130342,1.362349,0.580656,-0.246474
0.753770,-0.286764,0.363647,-0.522218,0.130676,-1.369812,0.578369,0.243266,0.286561,0.365824,0.518237,0.140345,1.362355,0.571827,-0.249056
0.758403,-0.282985,0.356603,-0.526636,0.140872,-1.369862,0.569387,0.245845,0.282517,0.359080,0.523057,0.150191,1.362359,0.563867,-0.251645
0.763037,-0.279138,0.349693,-0.530728,0.150628,-1.369843,0.561539,0.248281,0.278139,0.352593,0.527543,0.159847,1.362316,0.557245,-0.254155
0.767671,-0.273895,0.341414,-0.535253,0.162663,-1.369877,0.553723,0.251332,0.272064,0.344644,0.532930,0.171841,1.362308,0.550570,-0.257242
0.772304,-0.269087,0.334759,-0.538728,0.172352,-1.369896,0.548256,0.253841,0.266346,0.338734,0.537322,0.181418,1.362277,0.545897,-0.259737
0.776938,-0.263601,0.328201,-0.542257,0.182293,-1.369864,0.543012,0.256250,0.259989,0.333255,0.541739,0.191063,1.362288,0.541048,-0.261645
0.781572,-0.257668,0.322217,-0.545838,0.192094,-1.369827,0.537955,0.258259,0.253398,0.328223,0.546269,0.200406,1.362347,0.536170,-0.263467
0.786205,-0.251319,0.316703,-0.549427,0.201863,-1.369779,0.532985,0.260290,0.246775,0.322476,0.550839,0.209874,1.362348,0.531127,-0.265270
0.790839,-0.245369,0.311683,-0.552875,0.210738,-1.369815,0.528250,0.262141,0.240928,0.316544,0.555294,0.218869,1.362303,0.525927,-0.267038
0.795472,-0.240165,0.307043,-0.556058,0.218387,-1.369807,0.523497,0.263814,0.236265,0.311011,0.559241,0.227048,1.362360,0.520617,-0.268637
0.800106,-0.233436,0.300344,-0.560509,0.228571,-1.369834,0.516355,0.266093,0.230333,0.303627,0.564552,0.238071,1.362384,0.512884,-0.270796
0.804740,-0.227082,0.293443,-0.565284,0.238830,-1.369859,0.508302,0.268256,0.224651,0.296419,0.569885,0.248739,1.362431,0.504854,-0.272890
0.809373,-0.221239,0.286827,-0.569937,0.248614,-1.369890,0.500483,0.270367,0.219536,0.290273,0.575004,0.258415,1.362475,0.497239,-0.274913
0.814007,-0.213266,0.277626,-0.576605,0.262535,-1.370043,0.488649,0.273384,0.212889,0.282254,0.582581,0.271654,1.362451,0.484935,-0.277906
0.818641,-0.208085,0.271557,-0.581396,0.272161,-1.370189,0.479218,0.275514,0.208960,0.276835,0.588169,0.280924,1.362456,0.475022,-0.279952
0.823274,-0.203177,0.265374,-0.586679,0.282027,-1.370352,0.468339,0.277816,0.205567,0.271095,0.594014,0.290515,1.362436,0.464378,-0.282142
